Fecha,DMSSMASS_accum2d,SO2SMASS_accum3d,DUSMASS_accum7d,SSSMASS_accum4d,SO4SMASS_accum4d,OCSMASS_accum3d,TPRECMAX_accum3d,T2MMEAN_lag0d,Attentions
2009-01-08,3.583364346950938e-07,0.00240822895761945,0.01696223398945214,0.05691545463271806,0.007946766561491346,0.00997847433693377,120.17986683357216,18.026738745360884,578.8381701549613
2009-01-09,3.5756258746281027e-07,0.00241400684204766,0.01578998487821734,0.0569475969290056,0.007956758585848614,0.009982298590991305,119.63080517710284,18.01886823049933,578.5252253121286
2009-01-10,3.5666397542559534e-07,0.0024202769150825465,0.01461504868899464,0.05698390573823376,0.007967020052939245,0.00998639577711016,119.06096505354722,18.009601558311378,578.1675660120853
2009-01-11,3.5559209522293166e-07,0.002427581589745719,0.013444914522144004,0.057030734875276975,0.00797892899537484,0.0099915057628602,118.41919478961779,17.998506487276025,577.7560027823391
2009-01-12,3.5410607839229976e-07,0.002437533977981778,0.012284746826362878,0.057103362325780775,0.007994969740749716,0.00999938393839229,117.53338188019093,17.98440598105101,577.2500925447806
2009-01-13,3.5188288594856264e-07,0.0024537700314871272,0.011140336295749731,0.057235852046278714,0.008019113919834508,0.01001327522265945,115.97569671801098,17.96348356306122,576.5123377253057
2009-01-14,3.483015162105058e-07,0.002483334193421141,0.008414855289959179,0.05749346604683966,0.008052596846447518,0.010038837039144656,112.90511063393369,17.926035222078127,575.1299551613718
2009-01-15,3.4244581586046674e-07,0.002529463176344621,0.0063142095859693055,0.05791072812780639,0.008075444869525212,0.010074423575854079,110.68859111878191,17.85617164618102,572.4149439761054
2009-01-16,3.254602521930094e-07,0.002565818181524658,0.005509220498160521,0.0584829477849555,0.008058278658048427,0.010110590630861421,111.92089728686946,17.75096756304999,568.2447700615601
2009-01-17,3.037904480286193e-07,0.0026270617548312465,0.00519325091129865,0.059108628729074096,0.008031639271110017,0.010251957933596767,118.83884060789461,17.64552838038496,562.8769170459543
2009-01-18,2.795106132116777e-07,0.0027330651194223997,0.004920738332721113,0.05971684030014266,0.007994197444011133,0.010538092177613548,130.8516276517111,17.56876527005506,556.5718307989297
2009-01-19,2.5379287549241286e-07,0.002861254100940474,0.004600733045696391,0.0603411142878372,0.007953923761592336,0.010888908357028161,144.53181926655714,17.529478398851307,549.1180012593479
2009-01-20,2.253280607638399e-07,0.0029707411492803167,0.004258793456459525,0.06079250190723321,0.007908931042927437,0.011196872346999268,157.57933822163824,17.529327230024588,541.689185515043
2009-01-21,1.9474172257961256e-07,0.0030257998562645606,0.003930118915402815,0.059919003744608276,0.007846614109075967,0.011384180405663418,168.06601616236952,17.568684522903265,534.8665668223649
2009-01-22,1.664465044766935e-07,0.0030316497737986957,0.0036543101208975992,0.05841892825567603,0.007770737961563082,0.011478975417410952,174.2691619437107,17.632446265295798,529.5303058718164
2009-01-23,1.416863468467049e-07,0.0030213533920374377,0.0034578800256143565,0.05739979363758129,0.007698452917801162,0.01155731664794697,175.8420379005193,17.700971241370507,525.8297882981798
2009-01-24,1.2040143491494477e-07,0.003006302176693101,0.0033310438707752576,0.056744614345212954,0.007637230355617513,0.011629972104297805,173.98650043990858,17.76848857709459,524.0881278400475
2009-01-25,1.0282221652203569e-07,0.00298585061970908,0.003280523175622166,0.0562730302800558,0.007582360341938391,0.011691538976590138,168.85694940937552,17.823351851810177,523.6493619448103
2009-01-26,8.906878189987268e-08,0.002966880567938285,0.003323728011182163,0.05608856230065336,0.007540450740524129,0.011739068872990751,160.747869999738,17.863947586862295,523.9545304160714
2009-01-27,7.911768109124284e-08,0.0029550981292232803,0.0034675352763657843,0.056254724311298736,0.0074800255158742855,0.011760434820350154,151.32532428775383,17.88983379706021,525.5359191150976
2009-01-28,7.329739538814169e-08,0.00295146906137161,0.003687634231498377,0.0564518592379808,0.007273280052014827,0.011742344060938046,143.9418152668424,17.90829476293506,528.5064946780993
2009-01-29,7.126625109522063e-08,0.0029513512553487743,0.003926902835776737,0.056623989294689196,0.0068772618491327285,0.011691544373909282,140.06951761095533,17.935805143726576,532.0214898368173
2009-01-30,7.241016187034819e-08,0.002938565305579359,0.004127273892988289,0.05681366695816354,0.0064198128113333,0.011608007034236287,137.90107677390935,17.979589433728442,535.1253200533998
2009-01-31,7.554629988679235e-08,0.002900866950501804,0.004276451089563578,0.05716298713467121,0.005979908747182366,0.011452334685510133,136.1056390393618,18.031064355008187,537.4173008227374
2009-02-01,8.137954639273936e-08,0.00284487696770081,0.004401779937376738,0.05807334266284784,0.005614984253408881,0.011193493002994324,135.00419265599237,18.087088861473283,538.7723413029528
2009-02-02,9.03758332739453e-08,0.0027790984517053036,0.004525354027211338,0.05950945787343689,0.005385443137705481,0.010853038588336979,135.3643512343221,18.152447275094335,539.8102122149389
2009-02-03,1.016356477974677e-07,0.002705727159120805,0.00464938333566052,0.06085674377622368,0.0052960291076010356,0.010489485860293642,137.67779038882497,18.223921203152205,543.6831756979011
2009-02-04,1.1207018509517107e-07,0.002625213419127163,0.00476211045089237,0.06203970158562634,0.005277960250660721,0.010173447006196832,141.65179819127806,18.291133980566915,552.1905917282694
2009-02-05,1.1971395061922295e-07,0.0025414096829811644,0.004851828622448521,0.06340164588889824,0.005286034878994601,0.009959493230169534,145.88610924797794,18.354354937423473,564.6097413137371
2009-02-06,1.2570950106773703e-07,0.002463853421984994,0.004928570260006574,0.06507608909516824,0.005315528373517347,0.009866648751165356,149.45203994017805,18.41241565357968,581.3305842063546
2009-02-07,1.3206828939082233e-07,0.002400687998602833,0.005013415025304165,0.06611602431211398,0.005369068375857902,0.009868433962117337,152.0206183850026,18.448855248384998,600.2221729973123
2009-02-08,1.393064622673207e-07,0.0023557114046012166,0.00510994306244732,0.06629295093378768,0.005442823490683544,0.009914101272594787,153.5301643366448,18.442358467956698,616.1681118539402
2009-02-09,1.463606519412381e-07,0.0023378403761150955,0.0051965800423243,0.06620638167390415,0.0055353950772880234,0.00996797734047412,154.10899073747436,18.389323127705797,624.954969045266
2009-02-10,1.5223516445903757e-07,0.0023508042106625796,0.005248032888112948,0.0660411964553848,0.00563482637814917,0.010027974698512476,154.10088362882973,18.296539917001432,628.1171284249205
2009-02-11,1.5675733079943794e-07,0.0023887995454395274,0.005266771131308187,0.06558472741944882,0.0057303840878106475,0.010106250728733628,154.40910377080445,18.172096694640558,629.9161352839167
2009-02-12,1.6016744333742555e-07,0.0024386966922664583,0.005279789089256341,0.06477821835857234,0.005823846792543942,0.01019303434750046,156.42987466090887,18.029615321540017,632.1355468088012
2009-02-13,1.6213742646844427e-07,0.002497900927758955,0.005299414345125537,0.0639689339475639,0.00592046874802826,0.010277811004946739,161.0824912418735,17.885861423676467,635.2117795959804
2009-02-14,1.6153415593428407e-07,0.002575094857562749,0.005323465682647399,0.06348172485081881,0.006008291555920949,0.010393279106566998,168.51908832245934,17.756149599730662,638.2137719115242
2009-02-15,1.5689367356421268e-07,0.0026700923342084476,0.005342342827370002,0.06315550863203068,0.006078756742586885,0.010568221394103737,178.47600446370788,17.65902562590099,637.0626317986488
2009-02-16,1.4763391863615735e-07,0.002775720098459911,0.005347482172472326,0.06291671325311342,0.006139487866365477,0.010793898991416579,189.97219023244185,17.608119003927765,630.8366417508881
2009-02-17,1.3503420820445367e-07,0.0028809022275638908,0.005342388679960631,0.06282572166712874,0.00620011113307098,0.011013694271423303,200.83755366040762,17.603368642324266,622.355655348617
2009-02-18,1.2150613797851893e-07,0.00297119523585436,0.005357491879901985,0.06292890055213944,0.006274142179925971,0.011168221174500712,208.37134331810898,17.63034999240974,614.5894893924994
2009-02-19,1.0837365815334173e-07,0.0030359237680346,0.005420234030646198,0.06308794688240436,0.006393409261463472,0.011259021297729831,211.15423126868302,17.669816696721774,610.3257320200469
